sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,page_number,summary_text,summary_char_count,summary_word_count,para_id
Driver Alert Warning – Rest  Suggested  Take a break soon.. FragglesX500FMS 2027          61  Frequently Asked Questions  Why does the displayed speed limit change when no  sign is visible?,189,28,47,61,Driver Alert Warning – Rest Suggested Take a break soon.,56,10,9901c9ecce6527ed2869e70fe5ba4e47886fb636b4107d6cdbebbc2e41cfedd7
"Overloading Risk: Exceeding your vehicle’s weight  limits can impair handling, lead to damage, and  increase the risk of rollover or loss of control. •  Volume vs. Payload Capacity: Space available  does not equal the weight your vehicle can safely  carry. Even if there is room for more cargo, do not  exceed the maximum payload. •  Tire Limits: Replacement tires must have load  capacities equal to or higher than the original tires. Lower-rated tires can reduce your vehicle’s  maximum allowable weight limits. •  Roof Rack Loading: Distribute loads evenly and  maintain a low center of gravity to avoid handling  issues. Heavily loaded vehicles require slower  speeds and longer stopping distances. Finding the Compliance Label  The Safety Compliance Certification label is located near  the driver's seat, on the door hinge pillar, door-latch post, or  door edge. Important Weight Terms  1. Gross Axle Weight Rating (GAWR): The maximum  weight each axle can support.",962,150,237,62,replacement tires must have load capacities equal to or higher than the original tires. lower-rated tires can reduce your vehicle’s maximum allowable weight limits.,164,24,a307614edac254e634b169397ce0a28c195637dfa9ac725718db83d729377e14
"This includes front  and rear axles, as specified on the compliance  label. 2. Gross Vehicle Weight Rating (GVWR): The  maximum weight of the fully loaded vehicle,  including all options, passengers, and cargo. 3. Maximum Loaded Trailer Weight: The highest  allowable weight for a fully loaded trailer. Note: This  vehicle is not designed for towing trailers. 4. Gross Combined Weight Rating (GCWR): The  combined maximum allowable weight of the vehicle  and a loaded trailer, including all cargo and  passengers. Note: Do not exceed this limit. Calculating Payload and Load Limits  •  Payload: The total weight of cargo and passengers  your vehicle can carry, as indicated on the Tire and  Loading label.",696,110,169,62,"this includes front and rear axles, as specified on the compliance label. this includes all options, passengers, and cargo.",123,19,8342c2a1c9aa1eb055ab2295bfb5b371b4b10066749a9b5bfa262c56c837193c
"This label is typically found on the B- pillar or the driver’s door edge. •  Calculating Load Capacity:  1. Find the maximum combined weight limit of  occupants and cargo on your vehicle’s  placard. 2. Subtract the combined weight of all  passengers from this limit. 3. The result is the remaining cargo capacity. 4. Example: If the maximum load is 1,400 lbs  and there are five passengers at 150 lbs  each, the available cargo capacity is 650 lbs  (1,400 - 750 = 650 lbs). Example Calculations  1.",489,86,119,62,"if the maximum load is 1,400 lbs, there are five passengers at 150 lbs each. the available cargo capacity is 650 lbs (1,400 - 750 = 650 lbs)",140,28,c7d2ad360f13dfc6fe6e4edaa9248398238b72a417b7ba4bfb03a9f3e6934c6c
"Golf Trip Example:  o Capacity: 1,400 lbs. FragglesX500FMS 2027          62  Load Carrying Precautions  Overview  It’s important to stay within your vehicle’s designed weight  capacity to maintain performance and safety. This includes  understanding your vehicle's load ratings with or without a  trailer. Refer to the Tire and Loading Information label or the  Safety Compliance Certification label for weight limits. Key Warnings",427,60,106,62,FragglesX500FMS 2027 62 Load Carrying Precautions Overview It’s important to stay within your vehicle’s designed weight capacity to maintain performance and safety. key warnings include understanding your vehicle's load ratings with or without a trailer.,254,35,c1cc3d406e69ec35cc9f9e37c9506f91e06fd6a42cafefecd763a1f0fc99b886
"(5 × 220) - (5 × 30) = 150  lbs remaining capacity. o In metric units: 635 kg - (5 × 99 kg) - (5 × 13.5  kg) = 72.5 kg remaining. 2. Cement Loading Example:  o Capacity: 1,400 lbs  o Two passengers at 220 lbs each, and twelve  100-lb bags of cement. o Calculation: 1,400 - (2 × 220) - (12 × 100) = - 240 lbs (overloaded). o Adjusted: Remove three bags of cement,  then: 1,400 - (2 × 220) - (9 × 100) = 60 lbs  remaining capacity. o In metric units: 635 kg - (2 × 99 kg) - (9 × 45  kg) = 32 kg remaining. Note: Ensure the load is distributed properly to avoid  exceeding the front or rear axle weight ratings listed on the  compliance label. Luggage Compartment  Luggage Compartment Precautions  •  Safety Warning: Always lock vehicle doors and the  front storage compartment, keeping keys away from  children. Kids can lock themselves inside the  compartment, risking injury.",866,164,213,63,"o In metric units: 635 kg - (5  99 kg) - (5  13.5 kg) = 72.5 kg remaining. two passengers at 220 lbs each, and twelve 100-lb bags of cement.",140,30,24eb76962122535affc99944375af37148c8a0f8bd1cf1534c16abdf39689b7d
"Teach children not to  play in or around vehicles. •  Front Storage Operation: The front storage  compartment only operates when the vehicle is in  Park (P). If there is an issue, a warning tone sounds,  and a message appears on the display. Avoid  hanging weight from the front compartment, as it  may cause damage. If the front compartment closes  unexpectedly, check for excess weight or possible  strut failure. Opening the Front Storage Compartment  1. From Inside:  o Ensure the vehicle is in Park (P). o Use the touchscreen: Go to ""Controls"" and  press the front compartment icon. 2. Manually:  o Open the left front door and pull the release  lever twice to open the front storage.",680,116,165,63,"the front storage compartment only operates when the vehicle is in Park (P) avoid hanging weight from the front compartment, as it may cause damage.",148,25,e9cf3214a3da54a2e2e84354c3d452698de3475ecacae83657cf30e56edbbdf4
"o Lift the compartment using the struts for  support. 3. From Outside:  o Use the keyless entry keypad: Enter your  code, then press 7-8 within 5 seconds. o With Phone as a Key: Ensure the authorized  phone is within 3 ft (1 m) and press the  button to open. Note: Check the instrument cluster for a front  compartment ajar message before driving. Closing the Front Storage Compartment  •  Lower the lid gently and press down with light  pressure to secure it. •  Emergency Release: If trapped inside, use the  interior release button, which glows in the dark after  exposure to light. Removing Luggage Compartment Covers  1. Rear Cover:. FragglesX500FMS 2027          63  o Five passengers at 220 lbs each and five golf  bags at 30 lbs each.",733,126,180,63,"o Use the keyless entry keypad: Enter your code, then press 7-8 within 5 seconds. o With Phone as a Key: Ensure the authorized phone is within 3 ft (1 m)",153,31,ac565977b42e764f8dea1c7c8b20bf1505a3758993f504724bc40e00a0e073bd
"The load floor can be set to a high position for a flat  surface when the rear seats are folded. Anchor Points  •  Anchor points are located behind the rear seats for  securing cargo. Troubleshooting  •  Warning Lamp: If the front storage compartment is  not fully closed, a warning light illuminates when the  vehicle is on. Driving Tips  Driving in Cold Weather  In extremely cold conditions below -13°F (-25°C), certain  components of your vehicle may not operate as effectively. These temperatures can affect the performance of systems  like the battery, sensors, and electronic components. Always allow extra time for your vehicle to warm up and be  cautious of potential icy conditions. Driving on Snow and Ice  •  Important Warning: When driving in slippery  conditions that require tire chains or snow cables,  exercise caution. Keep speeds low, maintain longer  stopping distances, and avoid sudden or aggressive  steering inputs. Loss of vehicle control can lead to  serious injury or even a rollover accident. If the rear  of the vehicle begins to slide, turn the steering wheel  in the same direction as the skid until you regain  control.",1142,185,282,64,"warning lamp: If front storage compartment is not fully closed, a warning light illuminates when the vehicle is on. if the rear seats are folded, turn the steering wheel in the same direction as the skid until you regain control.",229,40,202f7f27b2439435fff9261f54be935ab493b5b55ffd6cf4c3ecf9157f3a494f
"•  Use of Anti-Lock Brakes: Your vehicle features a  four-wheel anti-lock braking system (ABS). Do not  pump the brake pedal; instead, apply steady  pressure to allow ABS to function correctly. This  helps prevent wheel lock-up and maintains steering  control. •  All-Wheel Drive (AWD): While AWD vehicles offer  better traction on snow and ice compared to two- wheel drive vehicles, they can still skid. If your  vehicle begins to slide, steer in the direction of the  skid. Avoid sudden acceleration or quick changes in  direction, as these can cause loss of traction. Apply  the throttle smoothly and steadily when starting  from a stop. •  Braking Caution: Even though an AWD vehicle may  have better acceleration in snow and ice, its braking  performance is similar to other vehicles. Braking  involves all four wheels, so do not become  overconfident in adverse conditions. Always allow  for longer stopping distances.",915,145,225,64,"your vehicle features a four-wheel anti-lock braking system (ABS) do not pump the brake pedal; instead apply steady pressure to allow ABS to function correctly. avoid sudden acceleration or quick changes in direction, as these can cause loss of traction.",254,40,7c2bb90ed293e7e0b1bb1fb64b9418dd2aad6e6156d4ddb528307963e4769c6d
